id,seasonNum,episodeNum,sceneNo,sceneStart,sceneEnd,location,subLocation,greensight,altLocation,warg,flashback
918,3,4,24,0:28:33,0:28:55,The Crownlands,King's Landing,,,,
919,3,4,25,0:28:55,0:30:11,The Crownlands,King's Landing,,,,
920,3,4,26,0:30:11,0:31:57,The Crownlands,King's Landing,,,,
921,3,4,27,0:31:57,0:34:45,The Crownlands,King's Landing,,,,
922,3,4,28,0:34:45,0:35:46,North of the Wall,Craster's Keep,,,,
923,3,4,29,0:35:46,0:36:28,North of the Wall,Craster's Keep,,,,
924,3,4,30,0:36:28,0:36:49,North of the Wall,Craster's Keep,,,,
925,3,4,31,0:36:49,0:38:36,North of the Wall,Craster's Keep,,,,
926,3,4,32,0:38:36,0:38:54,North of the Wall,Craster's Keep,,,,
927,3,4,33,0:38:54,0:39:11,North of the Wall,Craster's Keep,,,,
928,3,4,34,0:39:11,0:39:29,North of the Wall,Craster's Keep,,,,
929,3,4,35,0:39:29,0:39:32,North of the Wall,Craster's Keep,,,,
930,3,4,36,0:39:32,0:39:59,North of the Wall,Craster's Keep,,,,
931,3,4,37,0:39:59,0:40:23,North of the Wall,Craster's Keep,,,,
932,3,4,38,0:40:23,0:40:29,North of the Wall,Craster's Keep,,,,
933,3,4,39,0:40:29,0:41:08,The Riverlands,Hollow Hill,,,,
934,3,4,40,0:41:08,0:41:57,The Riverlands,Hollow Hill,,,,
935,3,4,41,0:41:57,0:45:31,The Riverlands,Hollow Hill,,,,
936,3,4,42,0:45:31,0:46:40,Astapor,,,,,
937,3,4,43,0:46:40,0:49:06,Astapor,,,,,
938,3,4,44,0:49:06,0:49:23,Astapor,,,,,
939,3,4,45,0:49:23,0:49:30,Astapor,,,,,
940,3,4,46,0:49:30,0:50:01,Astapor,,,,,
941,3,4,47,0:50:01,0:50:13,Astapor,,,,,
942,3,4,48,0:50:13,0:51:24,Astapor,,,,,
943,3,4,49,0:51:24,0:51:43,Astapor,,,,,
944,3,4,50,0:51:43,0:52:01,Astapor,,,,,
945,3,5,1,0:01:54,0:04:53,The Riverlands,Hollow Hill,,,,
946,3,5,2,0:04:53,0:05:31,The Riverlands,Hollow Hill,,,,
947,3,5,3,0:05:31,0:07:43,North of the Wall,Wildling Camp,,,,
948,3,5,4,0:07:43,0:08:15,North of the Wall,Wildling Camp,,,,
949,3,5,5,0:08:15,0:11:50,North of the Wall,Cave Outside Wildling Camp,,,,
950,3,5,6,0:11:50,0:12:24,The Riverlands,Hollow Hill,,,,
951,3,5,7,0:12:24,0:14:16,The Riverlands,Harrenhal,,,,
952,3,5,8,0:14:16,0:15:55,The Riverlands,Harrenhal,,,,
953,3,5,9,0:15:55,0:16:47,The Crownlands,King's Landing,,,,
954,3,5,10,0:16:47,0:17:05,The Crownlands,King's Landing,,,,
955,3,5,11,0:17:05,0:18:46,The Crownlands,King's Landing,,,,
956,3,5,12,0:18:46,0:19:10,The Crownlands,King's Landing,,,,
957,3,5,13,0:19:10,0:20:38,The Riverlands,Hollow Hill,,,,
958,3,5,14,0:20:38,0:21:07,The Riverlands,Riverrun,,,,
959,3,5,15,0:21:07,0:21:20,The Riverlands,Riverrun,,,,
960,3,5,16,0:21:20,0:23:04,The Riverlands,Riverrun,,,,
961,3,5,17,0:23:04,0:24:16,The Riverlands,Riverrun,,,,
962,3,5,18,0:24:16,0:25:41,The Riverlands,Riverrun,,,,
963,3,5,19,0:25:41,0:26:33,The Riverlands,Hollow Hill,,,,
964,3,5,20,0:26:33,0:28:43,The Riverlands,Hollow Hill,,,,
965,3,5,21,0:28:43,0:29:16,The Crownlands,Dragonstone,,,,
966,3,5,22,0:29:16,0:32:05,The Crownlands,Dragonstone,,,,
967,3,5,23,0:32:05,0:32:11,The Crownlands,Dragonstone,,,,
968,3,5,24,0:32:11,0:33:48,The Crownlands,Dragonstone,,,,
969,3,5,25,0:33:48,0:40:30,The Riverlands,Harrenhal,,,,
970,3,5,26,0:40:30,0:42:02,The Crownlands,Dragonstone,,,,
971,3,5,27,0:42:02,0:42:12,Yunkai,Outside Yunkai,,,,
972,3,5,28,0:42:12,0:42:16,Yunkai,Outside Yunkai,,,,
973,3,5,29,0:42:16,0:43:32,Yunkai,Outside Yunkai,,,,
974,3,5,30,0:43:32,0:45:15,Yunkai,Outside Yunkai,,,,
975,3,5,31,0:45:15,0:46:53,Yunkai,Outside Yunkai,,,,
976,3,5,32,0:46:53,0:49:02,The Riverlands,Riverrun,,,,
977,3,5,33,0:49:02,0:49:48,The Crownlands,King's Landing,,,,
978,3,5,34,0:49:48,0:50:28,The Crownlands,King's Landing,,,,
979,3,5,35,0:50:28,0:50:44,The Crownlands,King's Landing,,,,
980,3,5,36,0:50:44,0:52:25,The Crownlands,King's Landing,,,,
981,3,5,37,0:52:25,0:56:03,The Crownlands,King's Landing,,,,
982,3,6,1,0:01:54,0:05:13,North of the Wall,South to the Wall,,,,
983,3,6,2,0:05:13,0:08:14,The North,North to the Wall,,,,
984,3,6,3,0:08:14,0:08:37,North of the Wall,The Wall,,,,
985,3,6,4,0:08:37,0:11:38,North of the Wall,The Wall,,,,
986,3,6,5,0:11:38,0:12:12,North of the Wall,The Wall,,,,
987,3,6,6,0:12:12,0:13:36,The Riverlands,Hollow Hill,,,,
988,3,6,7,0:13:36,0:14:53,The Riverlands,Hollow Hill,,,,
989,3,6,8,0:14:53,0:18:03,The Riverlands,Hollow Hill,,,,
990,3,6,9,0:18:03,0:20:38,The Riverlands,Hollow Hill,,,,
991,3,6,10,0:20:38,0:22:07,North of the Wall,The Wall,,,,
992,3,6,11,0:22:07,0:27:39,The North,The Dreadfort,,,,
993,3,6,12,0:27:39,0:29:42,The Riverlands,Riverrun,,,,
994,3,6,13,0:29:42,0:31:25,The Riverlands,Riverrun,,,,
995,3,6,14,0:31:25,0:33:43,The Riverlands,Harrenhal,,,,
996,3,6,15,0:33:43,0:37:28,The Crownlands,King's Landing,,,,
997,3,6,16,0:37:28,0:40:07,North of the Wall,The Wall,,,,
998,3,6,17,0:40:07,0:41:41,The Crownlands,King's Landing,,,,
999,3,6,18,0:41:41,0:44:33,The Crownlands,King's Landing,,,,
1000,3,6,19,0:44:33,0:45:14,The Crownlands,King's Landing,,,,
1001,3,6,20,0:45:14,0:45:18,The Crownlands,King's Landing,,,,
1002,3,6,21,0:45:18,0:46:15,The Crownlands,King's Landing,,,,
1003,3,6,22,0:46:15,0:48:39,The Crownlands,King's Landing,,,,
1004,3,6,23,0:48:39,0:48:58,The Crownlands,King's Landing,,,,
1005,3,6,24,0:48:58,0:49:22,The Crownlands,King's Landing,,,,
1006,3,6,25,0:49:21,0:50:59,The Wall,Top of the Wall,,,,
1007,3,6,26,0:50:59,0:52:00,The Wall,Top of the Wall,,,,
1008,3,7,1,0:01:54,0:02:06,The Wall,The Gift,,,,
1009,3,7,2,0:02:06,0:03:22,The Wall,The Gift,,,,
1010,3,7,3,0:03:22,0:04:14,The Wall,The Gift,,,,
1011,3,7,4,0:04:14,0:05:19,The Riverlands,Camp of the North,,,,
1012,3,7,5,0:05:19,0:05:27,The Riverlands,Camp of the North,,,,
1013,3,7,6,0:05:27,0:09:22,The Riverlands,Camp of the North,,,,
1014,3,7,7,0:09:22,0:09:28,The Riverlands,Camp of the North,,,,
1015,3,7,8,0:09:28,0:10:03,The North,The Gift,,,,
1016,3,7,9,0:10:03,0:10:08,The North,The Gift,,,,
1017,3,7,10,0:10:08,0:11:23,The North,The Gift,,,,
1018,3,7,11,0:11:23,0:14:32,The Crownlands,King's Landing,,,,
1019,3,7,12,0:14:32,0:15:53,The Crownlands,King's Landing,,,,
1020,3,7,13,0:15:53,0:19:21,The Crownlands,King's Landing,,,,
1021,3,7,14,0:19:21,0:20:35,Yunkai,Outside Yunkai,,,,
1022,3,7,15,0:20:35,0:21:01,Yunkai,Outside Yunkai,,,,
1023,3,7,16,0:21:01,0:21:31,Yunkai,Outside Yunkai,,,,
1024,3,7,17,0:21:31,0:21:39,Yunkai,Outside Yunkai,,,,
1025,3,7,18,0:21:39,0:21:42,Yunkai,Outside Yunkai,,,,
1026,3,7,19,0:21:42,0:25:24,Yunkai,Outside Yunkai,,,,
1027,3,7,20,0:25:24,0:25:43,Yunkai,Outside Yunkai,,,,
1028,3,7,21,0:25:43,0:25:54,Yunkai,Outside Yunkai,,,,
1029,3,7,22,0:25:54,0:28:09,The Crownlands,King's Landing,,,,
1030,3,7,23,0:28:09,0:28:23,The Crownlands,Blackwater Bay,,,,
1031,3,7,24,0:28:23,0:30:01,The Crownlands,Blackwater Bay,,,,
1032,3,7,25,0:30:01,0:30:59,The Riverlands,Hollow Hill,,,,
1033,3,7,26,0:30:59,0:31:16,The Riverlands,Hollow Hill,,,,
1034,3,7,27,0:31:16,0:31:45,The Riverlands,Hollow Hill,,,,
1035,3,7,28,0:31:45,0:31:47,The Riverlands,Hollow Hill,,,,
1036,3,7,29,0:31:47,0:32:06,The Riverlands,Hollow Hill,,,,
1037,3,7,30,0:32:06,0:32:19,The Riverlands,Hollow Hill,,,,
1038,3,7,31,0:32:19,0:33:51,The Riverlands,Harrenhal,,,,
1039,3,7,32,0:33:51,0:34:39,The Riverlands,Harrenhal,,,,
1040,3,7,33,0:34:39,0:35:01,The Riverlands,Harrenhal,,,,
1041,3,7,34,0:35:01,0:38:52,The North,The Dreadfort,,,,
1042,3,7,35,0:38:52,0:40:24,The North,The Dreadfort,,,,
1043,3,7,36,0:40:24,0:40:42,The North,The Gift,,,,
1044,3,7,37,0:40:42,0:40:53,The North,The Gift,,,,
1045,3,7,38,0:40:53,0:44:21,The North,The Gift,,,,
1046,3,7,39,0:44:21,0:48:19,The North,North to the Wall,,,,
1047,3,7,40,0:48:19,0:51:03,The Riverlands,South to King's Landing,,,,
1048,3,7,41,0:51:03,0:52:11,The Riverlands,South to King's Landing,,,,
1049,3,7,42,0:52:11,0:52:40,The Riverlands,Harrenhal,,,,
1050,3,7,43,0:52:40,0:52:43,The Riverlands,Harrenhal,,,,
1051,3,7,44,0:52:43,0:54:01,The Riverlands,Harrenhal,,,,
1052,3,7,45,0:54:01,0:54:56,The Riverlands,Harrenhal,,,,
1053,3,7,46,0:54:56,0:55:51,The Riverlands,Harrenhal,,,,
1054,3,7,47,0:55:51,0:56:11,The Riverlands,Harrenhal,,,,
1055,3,7,48,0:56:11,0:56:16,The Riverlands,Harrenhal,,,,
1056,3,8,1,0:01:54,0:02:49,The Riverlands,Red Fork,,,,
1057,3,8,2,0:02:49,0:04:41,The Riverlands,Red Fork,,,,
1058,3,8,3,0:04:41,0:04:50,Yunkai,Outside Yunkai,,,,
1059,3,8,4,0:04:50,0:05:56,Yunkai,Outside Yunkai,,,,
1060,3,8,5,0:05:56,0:09:01,Yunkai,Outside Yunkai,,,,
1061,3,8,6,0:09:01,0:09:05,Yunkai,Outside Yunkai,,,,
1062,3,8,7,0:09:05,0:09:32,The Crownlands,Dragonstone,,,,
1063,3,8,8,0:09:32,0:10:16,The Crownlands,Dragonstone,,,,
1064,3,8,9,0:10:16,0:10:56,The Crownlands,Dragonstone,,,,
1065,3,8,10,0:10:56,0:11:43,The Crownlands,Dragonstone,,,,
1066,3,8,11,0:11:43,0:15:36,The Crownlands,Dragonstone,,,,
1067,3,8,12,0:15:36,0:15:54,Yunkai,Outside Yunkai,,,,
1068,3,8,13,0:15:54,0:17:58,Yunkai,Outside Yunkai,,,,
1069,3,8,14,0:17:58,0:18:59,The Crownlands,King's Landing,,,,
1070,3,8,15,0:18:59,0:20:24,The Crownlands,King's Landing,,,,
1071,3,8,16,0:20:24,0:20:27,The Crownlands,King's Landing,,,,
1072,3,8,17,0:20:27,0:21:09,The Crownlands,King's Landing,,,,
1073,3,8,18,0:21:09,0:22:26,The Crownlands,King's Landing,,,,
1074,3,8,19,0:22:26,0:25:31,The Crownlands,King's Landing,,,,
1075,3,8,20,0:25:31,0:31:05,The Crownlands,Dragonstone,,,,
1076,3,8,21,0:31:05,0:32:19,The Crownlands,Dragonstone,,,,
1077,3,8,22,0:32:19,0:32:24,The Crownlands,King's Landing,,,,
1078,3,8,23,0:32:24,0:32:35,The Crownlands,King's Landing,,,,
1079,3,8,24,0:32:35,0:33:08,The Crownlands,King's Landing,,,,
1080,3,8,25,0:33:08,0:33:34,The Crownlands,King's Landing,,,,
1081,3,8,26,0:33:34,0:33:50,The Crownlands,King's Landing,,,,
1082,3,8,27,0:33:50,0:34:01,The Crownlands,King's Landing,,,,
1083,3,8,28,0:34:01,0:34:05,The Crownlands,King's Landing,,,,
1084,3,8,29,0:34:01,0:35:06,The Crownlands,King's Landing,,,,
1085,3,8,30,0:35:06,0:35:15,The Crownlands,King's Landing,,,,
1086,3,8,31,0:35:15,0:35:26,The Crownlands,King's Landing,,,,
1087,3,8,32,0:35:26,0:36:00,The Crownlands,King's Landing,,,,
1088,3,8,33,0:36:00,0:36:05,The Crownlands,King's Landing,,,,
1089,3,8,34,0:36:05,0:36:20,The Crownlands,King's Landing,,,,
1090,3,8,35,0:36:20,0:36:52,The Crownlands,King's Landing,,,,
1091,3,8,36,0:36:52,0:38:44,The Crownlands,King's Landing,,,,
1092,3,8,37,0:38:44,0:38:49,The Crownlands,King's Landing,,,,
1093,3,8,38,0:38:49,0:42:53,The Crownlands,King's Landing,,,,
1094,3,8,39,0:42:53,0:43:05,Yunkai,Outside Yunkai,,,,
1095,3,8,40,0:43:05,0:43:24,Yunkai,Outside Yunkai,,,,
1096,3,8,41,0:43:24,0:44:12,Yunkai,Outside Yunkai,,,,
1097,3,8,42,0:44:12,0:45:14,Yunkai,Outside Yunkai,,,,
1098,3,8,43,0:45:14,0:45:19,Yunkai,Outside Yunkai,,,,
1099,3,8,44,0:45:19,0:47:02,Yunkai,Outside Yunkai,,,,
1100,3,8,45,0:47:02,0:47:55,The Crownlands,King's Landing,,,,
1101,3,8,46,0:47:55,0:52:48,North of the Wall,Destroyed Cabin,,,,
1102,3,8,47,0:52:48,0:53:22,North of the Wall,Destroyed Cabin,,,,
1103,3,8,48,0:53:22,0:53:41,North of the Wall,Destroyed Cabin,,,,
1104,3,8,49,0:53:41,0:54:44,North of the Wall,Destroyed Cabin,,,,
1105,3,8,50,0:54:44,0:55:00,North of the Wall,Destroyed Cabin,,,,
1106,3,9,1,0:01:54,0:03:50,The Riverlands,The Twins,,,,
1107,3,9,2,0:03:50,0:04:12,The Riverlands,The Twins,,,,
1108,3,9,3,0:04:12,0:09:19,The Riverlands,The Twins,,,,
1109,3,9,4,0:09:19,0:09:28,Yunkai,Outside Yunkai,,,,
1110,3,9,5,0:09:28,0:11:01,Yunkai,Outside Yunkai,,,,
1111,3,9,6,0:11:01,0:11:21,Yunkai,Outside Yunkai,,,,
1112,3,9,7,0:11:21,0:12:59,North of the Wall,Near Nightfort,,,,
1113,3,9,8,0:12:59,0:14:44,The Riverlands,To The Twins,,,,
1114,3,9,9,0:14:44,0:15:43,The North,The Gift,,,,
1115,3,9,10,0:15:43,0:15:52,The North,The Gift,,,,
1116,3,9,11,0:15:52,0:17:20,The North,The Gift,,,,
1117,3,9,12,0:17:20,0:17:25,The North,The Gift,,,,
1118,3,9,13,0:17:25,0:17:38,The North,The Gift,,,,
1119,3,9,14,0:17:38,0:17:45,The North,The Gift,,,,
1120,3,9,15,0:17:45,0:20:14,The Riverlands,To The Twins,,,,
1121,3,9,16,0:20:14,0:21:51,The North,The Gift,,,,
1122,3,9,17,0:21:51,0:21:55,The North,The Gift,,,,
1123,3,9,18,0:21:55,0:22:09,The North,The Gift,,,,
1124,3,9,19,0:22:09,0:22:14,The North,The Gift,,,,
1125,3,9,20,0:22:14,0:22:46,The North,The Gift,,,,
1126,3,9,21,0:22:46,0:23:41,The North,The Gift,,,,
1127,3,9,22,0:23:41,0:23:45,The North,The Gift,,,,
1128,3,9,23,0:23:45,0:24:03,The North,The Gift,,,,
1129,3,9,24,0:24:03,0:24:26,The North,The Gift,,,,
1130,3,9,25,0:24:26,0:25:08,The North,The Gift,,,,
1131,3,9,26,0:25:08,0:25:34,The North,The Gift,,,,
1132,3,9,27,0:25:34,0:25:52,The North,The Gift,,,,
1133,3,9,28,0:25:52,0:26:05,The North,The Gift,,,,
1134,3,9,29,0:26:05,0:26:47,The North,The Gift,,,,
1135,3,9,30,0:26:47,0:27:07,The North,The Gift,,,,
1136,3,9,31,0:27:07,0:27:17,Yunkai,,,,,
1137,3,9,32,0:27:17,0:27:30,Yunkai,,,,,
1138,3,9,33,0:27:30,0:27:37,Yunkai,,,,,
1139,3,9,34,0:27:37,0:28:00,Yunkai,,,,,
1140,3,9,35,0:28:00,0:29:09,Yunkai,,,,,
1141,3,9,36,0:29:09,0:29:25,The Riverlands,The Twins,,,,
1142,3,9,37,0:29:25,0:32:02,The Riverlands,The Twins,,,,
1143,3,9,38,0:32:02,0:35:13,The North,The Gift,,,,
1144,3,9,39,0:35:13,0:35:22,The North,The Gift,,,,
1145,3,9,40,0:35:22,0:35:25,Yunkai,Outside Yunkai,,,,
1146,3,9,41,0:35:25,0:35:40,Yunkai,,,,,
1147,3,9,42,0:35:40,0:36:14,Yunkai,,,,,
1148,3,9,43,0:36:14,0:36:35,Yunkai,,,,,
1149,3,9,44,0:36:35,0:37:12,The Riverlands,The Twins,,,,
1150,3,9,45,0:37:12,0:38:02,The Riverlands,The Twins,,,,
1151,3,9,46,0:38:02,0:38:09,The Riverlands,The Twins,,,,
1152,3,9,47,0:38:09,0:38:47,The Riverlands,The Twins,,,,
1153,3,9,48,0:38:47,0:39:44,The Riverlands,The Twins,,,,
1154,3,9,49,0:39:44,0:40:24,The Riverlands,The Twins,,,,
1155,3,9,50,0:40:24,0:40:31,The Riverlands,The Twins,,,,
1156,3,9,51,0:40:31,0:40:49,The Riverlands,The Twins,,,,
1157,3,9,52,0:40:49,0:41:46,The Riverlands,The Twins,,,,
1158,3,9,53,0:41:46,0:41:58,The Riverlands,The Twins,,,,
1159,3,9,54,0:41:58,0:42:30,The Riverlands,The Twins,,,,
1160,3,9,55,0:42:30,0:42:39,The Riverlands,The Twins,,,,
1161,3,9,56,0:42:39,0:43:02,The Riverlands,The Twins,,,,
1162,3,9,57,0:43:02,0:43:25,The Riverlands,The Twins,,,,
1163,3,9,58,0:43:25,0:43:32,The Riverlands,The Twins,,,,
1164,3,9,59,0:43:32,0:44:14,The Riverlands,The Twins,,,,
1165,3,9,60,0:44:14,0:44:34,The Riverlands,The Twins,,,,
1166,3,9,61,0:44:34,0:44:44,The Riverlands,The Twins,,,,
1167,3,9,62,0:44:44,0:44:50,The Riverlands,The Twins,,,,
1168,3,9,63,0:44:50,0:44:53,The Riverlands,The Twins,,,,
1169,3,9,64,0:44:53,0:45:28,The Riverlands,The Twins,,,,
1170,3,9,65,0:45:28,0:46:09,The Riverlands,The Twins,,,,
1171,3,9,66,0:46:09,0:46:33,The Riverlands,The Twins,,,,
1172,3,9,67,0:46:33,0:46:44,The Riverlands,The Twins,,,,
1173,3,9,68,0:46:44,0:47:12,The Riverlands,The Twins,,,,
1174,3,9,69,0:47:12,0:48:38,The Riverlands,The Twins,,,,
1175,3,9,70,0:48:38,0:48:56,The Riverlands,The Twins,,,,
1176,3,9,71,0:48:56,0:49:25,The Riverlands,The Twins,,,,
1177,3,10,1,0:01:55,0:02:13,The Riverlands,The Twins,,,,
1178,3,10,2,0:02:13,0:02:33,The Riverlands,The Twins,,,,
1179,3,10,3,0:02:33,0:02:48,The Riverlands,The Twins,,,,
1180,3,10,4,0:02:48,0:03:09,The Riverlands,The Twins,,,,
1181,3,10,5,0:03:09,0:03:24,The Riverlands,The Twins,,,,
1182,3,10,6,0:03:24,0:03:47,The Crownlands,King's Landing,,,,
1183,3,10,7,0:03:47,0:05:07,The Crownlands,King's Landing,,,,
1184,3,10,8,0:05:07,0:05:16,The Crownlands,King's Landing,,,,
1185,3,10,9,0:05:16,0:08:36,The Crownlands,King's Landing,,,,
1186,3,10,10,0:08:36,0:08:54,The Crownlands,King's Landing,,,,
1187,3,10,11,0:08:54,0:12:20,The Crownlands,King's Landing,,,,
1188,3,10,12,0:12:20,0:12:54,The Crownlands,King's Landing,,,,
1189,3,10,13,0:12:54,0:13:09,The Wall,Nightfort,,,,
1190,3,10,14,0:13:09,0:14:52,The Wall,Nightfort,,,,
1191,3,10,15,0:14:52,0:17:12,The Riverlands,The Twins,,,,
1192,3,10,16,0:17:12,0:20:50,The North,The Dreadfort,,,,
1193,3,10,17,0:20:50,0:21:38,The Wall,Nightfort,,,,
1194,3,10,18,0:21:38,0:23:49,The Wall,Nightfort,,,,
1195,3,10,19,0:23:49,0:23:56,The Iron Islands,Pyke,,,,
1196,3,10,20,0:23:56,0:26:39,The Iron Islands,Pyke,,,,
1197,3,10,21,0:26:39,0:27:05,The Iron Islands,Pyke,,,,
1198,3,10,22,0:27:05,0:29:02,The Wall,Nightfort,,,,
1199,3,10,23,0:29:02,0:32:27,The Crownlands,Dragonstone,,,,
1200,3,10,24,0:32:27,0:35:22,The Crownlands,King's Landing,,,,
1201,3,10,25,0:35:22,0:35:43,The Crownlands,King's Landing,,,,
1202,3,10,26,0:35:43,0:35:50,The Crownlands,King's Landing,,,,
1203,3,10,27,0:35:50,0:38:45,The Crownlands,King's Landing,,,,
1204,3,10,28,0:38:45,0:40:55,The Riverlands,Away from the Twins,,,,
1205,3,10,29,0:40:55,0:42:41,The North,The Gift,,,,
1206,3,10,30,0:42:41,0:42:46,The Wall,Castle Black,,,,
1207,3,10,31,0:42:46,0:45:33,The Wall,Castle Black,,,,
1208,3,10,32,0:45:33,0:47:23,The Crownlands,Dragonstone,,,,
1209,3,10,33,0:47:23,0:49:54,The Crownlands,Dragonstone,,,,
1210,3,10,34,0:49:54,0:50:11,The Crownlands,Dragonstone,,,,
1211,3,10,35,0:50:11,0:51:25,The Crownlands,Dragonstone,,,,
1212,3,10,36,0:51:25,0:51:38,The Wall,Castle Black,,,,
1213,3,10,37,0:51:38,0:52:19,The Wall,Castle Black,,,,
1214,3,10,38,0:52:19,0:52:28,The Crownlands,King's Landing,,,,
1215,3,10,39,0:52:28,0:52:48,The Crownlands,King's Landing,,,,
1216,3,10,40,0:52:48,0:53:04,The Crownlands,King's Landing,,,,
1217,3,10,41,0:53:04,0:53:49,The Crownlands,King's Landing,,,,
1218,3,10,42,0:53:49,0:56:40,The Crownlands,Dragonstone,,,,
1219,3,10,43,0:56:40,0:59:27,Yunkai,,,,,
1220,3,10,44,0:59:27,0:59:59,Yunkai,,,,,
1221,3,10,45,0:59:59,1:01:07,Yunkai,,,,,
1222,3,10,46,1:01:07,1:01:10,Yunkai,,,,,
1223,3,10,47,1:01:10,1:01:20,Yunkai,,,,,
1224,4,1,1,0:00:07,0:01:47,The Crownlands,King's Landing,,,,
1225,4,1,2,0:03:36,0:06:29,The Crownlands,King's Landing,,,,
1226,4,1,3,0:06:29,0:08:02,The Crownlands,King's Landing,,,,
1227,4,1,4,0:08:02,0:09:25,The Crownlands,King's Landing,,,,
1228,4,1,5,0:09:25,0:11:11,The Crownlands,King's Landing,,,,
1229,4,1,6,0:11:11,0:12:10,The Crownlands,King's Landing,,,,
1230,4,1,7,0:12:10,0:13:54,The Crownlands,King's Landing,,,,
1231,4,1,8,0:13:54,0:14:04,The Crownlands,King's Landing,,,,
1232,4,1,9,0:14:04,0:14:42,The Crownlands,King's Landing,,,,
1233,4,1,10,0:14:42,0:14:53,The Crownlands,King's Landing,,,,
1234,4,1,11,0:14:53,0:16:59,The Crownlands,King's Landing,,,,
1235,4,1,12,0:16:59,0:17:23,Meereen,Outside Meereen,,,,
1236,4,1,13,0:17:23,0:18:09,Meereen,Outside Meereen,,,,
1237,4,1,14,0:18:09,0:18:24,Meereen,Outside Meereen,,,,
1238,4,1,15,0:18:24,0:19:07,Meereen,Outside Meereen,,,,
1239,4,1,16,0:19:07,0:19:28,Meereen,Outside Meereen,,,,
1240,4,1,17,0:19:28,0:20:05,Meereen,Outside Meereen,,,,
1241,4,1,18,0:20:05,0:20:19,Meereen,Outside Meereen,,,,
1242,4,1,19,0:20:19,0:20:39,The Crownlands,King's Landing,,,,
1243,4,1,20,0:20:39,0:21:20,The Crownlands,King's Landing,,,,
1244,4,1,21,0:21:20,0:23:08,The Crownlands,King's Landing,,,,
1245,4,1,22,0:23:08,0:25:06,The Crownlands,King's Landing,,,,
1246,4,1,23,0:25:06,0:25:13,The Crownlands,King's Landing,,,,
1247,4,1,24,0:25:13,0:26:18,The Crownlands,King's Landing,,,,
1248,4,1,25,0:26:18,0:28:20,The Crownlands,King's Landing,,,,
1249,4,1,26,0:28:20,0:28:28,The Crownlands,King's Landing,,,,
1250,4,1,27,0:28:28,0:29:35,The Wall,The Gift,,,,
1251,4,1,28,0:29:35,0:29:44,The Wall,The Gift,,,,
1252,4,1,29,0:29:44,0:31:53,The Wall,The Gift,,,,
1253,4,1,30,0:31:53,0:32:18,The Wall,Castle Black,,,,
1254,4,1,31,0:32:18,0:33:21,The Wall,Castle Black,,,,
1255,4,1,32,0:33:21,0:35:52,The Wall,Castle Black,,,,
1256,4,1,33,0:35:52,0:36:17,The Wall,Castle Black,,,,
1257,4,1,34,0:36:17,0:37:15,The Crownlands,King's Landing,,,,
1258,4,1,35,0:37:15,0:37:47,The Crownlands,King's Landing,,,,
1259,4,1,36,0:37:47,0:38:23,The Crownlands,King's Landing,,,,
1260,4,1,37,0:38:23,0:40:18,The Crownlands,King's Landing,,,,
1261,4,1,38,0:40:18,0:40:27,The Crownlands,King's Landing,,,,
1262,4,1,39,0:40:27,0:40:31,Meereen,Outside Meereen,,,,
1263,4,1,40,0:40:31,0:40:48,Meereen,Outside Meereen,,,,
1264,4,1,41,0:40:48,0:41:22,Meereen,Outside Meereen,,,,
1265,4,1,42,0:41:22,0:42:23,Meereen,Outside Meereen,,,,
1266,4,1,43,0:42:23,0:42:30,Meereen,Outside Meereen,,,,
1267,4,1,44,0:42:30,0:43:13,Meereen,Outside Meereen,,,,
1268,4,1,45,0:43:13,0:43:24,The Crownlands,King's Landing,,,,
1269,4,1,46,0:43:24,0:44:22,The Crownlands,King's Landing,,,,
1270,4,1,47,0:44:22,0:45:04,The Crownlands,King's Landing,,,,
1271,4,1,48,0:45:04,0:46:36,The Crownlands,King's Landing,,,,
1272,4,1,49,0:46:36,0:48:07,The Riverlands,To The Eyrie,,,,
1273,4,1,50,0:48:07,0:48:49,The Riverlands,To The Eyrie,,,,
1274,4,1,51,0:48:49,0:49:07,The Riverlands,To The Eyrie,,,,
1275,4,1,52,0:49:07,0:50:12,The Riverlands,To The Eyrie,,,,
1276,4,1,53,0:50:12,0:50:42,The Riverlands,To The Eyrie,,,,
1277,4,1,54,0:50:42,0:55:29,The Riverlands,To The Eyrie,,,,
1278,4,1,55,0:55:29,0:56:24,The Riverlands,To The Eyrie,,,,
1279,4,1,56,0:56:24,0:56:51,The Riverlands,To The Eyrie,,,,
1280,4,2,1,0:01:54,0:04:15,The North,The Dreadfort,,Outside the Dreadfort,,
1281,4,2,2,0:04:15,0:05:00,The Crownlands,King's Landing,,,,
1282,4,2,3,0:05:00,0:05:56,The Crownlands,King's Landing,,,,
1283,4,2,4,0:05:56,0:07:31,The Crownlands,King's Landing,,,,
1284,4,2,5,0:07:31,0:07:47,The North,The Dreadfort,,Outside the Dreadfort,,
1285,4,2,6,0:07:47,0:08:23,The North,The Dreadfort,,,,
1286,4,2,7,0:08:23,0:08:35,The North,The Dreadfort,,,,
1287,4,2,8,0:08:35,0:08:45,The North,The Dreadfort,,,,
1288,4,2,9,0:08:45,0:13:40,The North,The Dreadfort,,,,
1289,4,2,10,0:13:40,0:14:43,The Crownlands,King's Landing,,,,
1290,4,2,11,0:14:43,0:15:02,The Crownlands,King's Landing,,,,
