id,seasonNum,episodeNum,sceneNo,characterName
2181,2,10,1,Podrick Payne
2182,2,10,2,Tyrion Lannister
2183,2,10,2,Grand Maester Pycelle
2184,2,10,3,Tywin Lannister
2185,2,10,3,Joffrey Baratheon
2186,2,10,3,Sansa Stark
2187,2,10,3,Cersei Lannister
2188,2,10,3,Lord Varys
2189,2,10,3,Petyr Baelish
2190,2,10,3,Margaery Tyrell
2191,2,10,3,Loras Tyrell
2192,2,10,3,Grand Maester Pycelle
2193,2,10,4,Joffrey Baratheon
2194,2,10,4,Sansa Stark
2195,2,10,4,Cersei Lannister
2196,2,10,4,Lord Varys
2197,2,10,4,Petyr Baelish
2198,2,10,4,Margaery Tyrell
2199,2,10,4,Loras Tyrell
2200,2,10,4,Grand Maester Pycelle
2201,2,10,5,Sansa Stark
2202,2,10,5,Petyr Baelish
2203,2,10,6,Ros
2204,2,10,6,Lord Varys
2205,2,10,7,Brienne of Tarth
2206,2,10,7,Jaime Lannister
2207,2,10,8,Brienne of Tarth
2208,2,10,8,Jaime Lannister
2209,2,10,8,Soldier Tom
2210,2,10,8,Stark Soldier
2211,2,10,9,Robb Stark
2212,2,10,9,Catelyn Stark
2213,2,10,10,Stannis Baratheon
2214,2,10,10,Melisandre
2215,2,10,11,Theon Greyjoy
2216,2,10,11,Maester Luwin
2217,2,10,12,Theon Greyjoy
2218,2,10,12,Dagmer Cleftjaw
2219,2,10,12,Black Lorren
2220,2,10,13,Theon Greyjoy
2221,2,10,13,Dagmer Cleftjaw
2222,2,10,13,Black Lorren
2223,2,10,13,Maester Luwin
2224,2,10,14,Tyrion Lannister
2225,2,10,14,Lord Varys
2226,2,10,14,Podrick Payne
2227,2,10,15,Tyrion Lannister
2228,2,10,15,Lord Varys
2229,2,10,15,Podrick Payne
2230,2,10,15,Shae
2231,2,10,16,Tyrion Lannister
2232,2,10,16,Shae
2233,2,10,17,Septon
2234,2,10,17,Robb Stark
2235,2,10,17,Talisa Maegyr
2236,2,10,18,Daenerys Targaryen
2237,2,10,18,Jorah Mormont
2238,2,10,18,Kovarro
2239,2,10,19,Daenerys Targaryen
2240,2,10,19,Jorah Mormont
2241,2,10,20,Kovarro
2242,2,10,20,Jorah Mormont
2243,2,10,21,Daenerys Targaryen
2244,2,10,22,Arya Stark
2245,2,10,22,Hot Pie
2246,2,10,22,Gendry
2247,2,10,23,Arya Stark
2248,2,10,23,Hot Pie
2249,2,10,23,Gendry
2250,2,10,23,Jaqen H'ghar
2251,2,10,24,Arya Stark
2252,2,10,24,Jaqen H'ghar
2253,2,10,25,Arya Stark
2254,2,10,25,Jaqen H'ghar
2255,2,10,25,Jaqen's Disguise
2256,2,10,26,Osha
2257,2,10,26,Bran Stark
2258,2,10,26,Hodor
2259,2,10,26,Rickon Stark
2260,2,10,26,Summer
2261,2,10,26,Shaggydog
2262,2,10,27,Maester Luwin
2263,2,10,27,Osha
2264,2,10,27,Bran Stark
2265,2,10,27,Hodor
2266,2,10,27,Rickon Stark
2267,2,10,28,Maester Luwin
2268,2,10,28,Osha
2269,2,10,29,Shaggydog
2270,2,10,29,Summer
2271,2,10,29,Osha
2272,2,10,29,Hodor
2273,2,10,29,Rickon Stark
2274,2,10,29,Bran Stark
2275,2,10,30,Daenerys Targaryen
2276,2,10,31,Daenerys Targaryen
2277,2,10,32,Daenerys Targaryen
2278,2,10,33,Daenerys Targaryen
2279,2,10,33,Khal Drogo
2280,2,10,33,Rhaego
2281,2,10,34,Daenerys Targaryen
2282,2,10,34,Drogon
2283,2,10,34,Viserion
2284,2,10,34,Rhaegal
2285,2,10,34,Pyat Pree
2286,2,10,35,Jon Snow
2287,2,10,35,Ygritte
2288,2,10,35,Qhorin Halfhand
2289,2,10,35,Rattleshirt
2290,2,10,36,Jon Snow
2291,2,10,36,Ygritte
2292,2,10,37,Xaro Xhoan Daxos
2293,2,10,37,Kovarro
2294,2,10,37,Jorah Mormont
2295,2,10,37,Daenerys Targaryen
2296,2,10,37,Doreah
2297,2,10,37,Drogon
2298,2,10,37,Viserion
2299,2,10,37,Rhaegal
2300,2,10,38,Xaro Xhoan Daxos
2301,2,10,38,Kovarro
2302,2,10,38,Jorah Mormont
2303,2,10,38,Daenerys Targaryen
2304,2,10,38,Doreah
2305,2,10,38,Drogon
2306,2,10,38,Viserion
2307,2,10,38,Rhaegal
2308,2,10,39,Kovarro
2309,2,10,39,Jorah Mormont
2310,2,10,39,Daenerys Targaryen
2311,2,10,40,Kovarro
2312,2,10,40,Jorah Mormont
2313,2,10,40,Daenerys Targaryen
2314,2,10,41,Daenerys Targaryen
2315,2,10,41,Drogon
2316,2,10,41,Viserion
2317,2,10,41,Rhaegal
2318,2,10,42,Samwell Tarly
2319,2,10,42,Grenn
2320,2,10,42,Eddison Tollett
2321,2,10,43,Samwell Tarly
2322,2,10,44,Samwell Tarly
2323,2,10,44,White Walker
2324,2,10,45,White Walker
2325,3,1,2,Samwell Tarly
2326,3,1,3,Samwell Tarly
2327,3,1,3,Man of the Nightswatch
2328,3,1,4,Samwell Tarly
2329,3,1,4,White Walker
2330,3,1,5,Samwell Tarly
2331,3,1,5,White Walker
2332,3,1,5,Ghost
2333,3,1,6,Samwell Tarly
2334,3,1,6,White Walker
2335,3,1,6,Ghost
2336,3,1,6,Jeor Mormont
2337,3,1,7,Samwell Tarly
2338,3,1,7,White Walker
2339,3,1,7,Jeor Mormont
2340,3,1,7,Grenn
2341,3,1,7,Eddison Tollett
2342,3,1,7,Rast
2343,3,1,7,Ghost
2344,3,1,8,Rattleshirt
2345,3,1,8,Jon Snow
2346,3,1,8,Ygritte
2347,3,1,10,Jon Snow
2348,3,1,10,Ygritte
2349,3,1,10,Dongo the Giant
2350,3,1,11,Jon Snow
2351,3,1,11,Rattleshirt
2352,3,1,11,Ygritte
2353,3,1,12,Jon Snow
2354,3,1,12,Rattleshirt
2355,3,1,12,Ygritte
2356,3,1,12,Tormund Giantsbane
2357,3,1,12,Mance Rayder
2358,3,1,13,Jon Snow
2359,3,1,13,Tormund Giantsbane
2360,3,1,13,Mance Rayder
2361,3,1,15,Bronn
2362,3,1,15,Mirelle
2363,3,1,16,Bronn
2364,3,1,16,Mirelle
2365,3,1,16,Podrick Payne
2366,3,1,17,Tyrion Lannister
2367,3,1,17,Cersei Lannister
2368,3,1,18,Bronn
2369,3,1,18,Meryn Trant
2370,3,1,18,Podrick Payne
2371,3,1,18,Cersei Lannister
2372,3,1,19,Tyrion Lannister
2373,3,1,19,Bronn
2374,3,1,19,Podrick Payne
2375,3,1,20,Tyrion Lannister
2376,3,1,20,Bronn
2377,3,1,20,Podrick Payne
2378,3,1,21,Davos Seaworth
2379,3,1,22,Davos Seaworth
2380,3,1,22,Boat Commander
2381,3,1,23,Davos Seaworth
2382,3,1,23,Salladhor Saan
2383,3,1,24,Robb Stark
2384,3,1,24,Roose Bolton
2385,3,1,25,Robb Stark
2386,3,1,26,Roose Bolton
2387,3,1,26,Rickard Karstark
2388,3,1,27,Roose Bolton
2389,3,1,27,Rickard Karstark
2390,3,1,27,Catelyn Stark
2391,3,1,27,Robb Stark
2392,3,1,27,Talisa Maegyr
2393,3,1,27,Qyburn
2394,3,1,28,Tywin Lannister
2395,3,1,28,Tyrion Lannister
2396,3,1,29,Sansa Stark
2397,3,1,29,Shae
2398,3,1,30,Sansa Stark
2399,3,1,30,Shae
2400,3,1,30,Petyr Baelish
2401,3,1,30,Ros
2402,3,1,31,Sansa Stark
2403,3,1,31,Petyr Baelish
2404,3,1,32,Sansa Stark
2405,3,1,32,Shae
2406,3,1,32,Petyr Baelish
2407,3,1,32,Ros
2408,3,1,33,Drogon
2409,3,1,33,Daenerys Targaryen
2410,3,1,33,Jorah Mormont
2411,3,1,33,Viserion
2412,3,1,33,Rhaegal
2413,3,1,34,Drogon
2414,3,1,34,Daenerys Targaryen
2415,3,1,34,Jorah Mormont
2416,3,1,35,Daenerys Targaryen
2417,3,1,35,Jorah Mormont
2418,3,1,36,Davos Seaworth
2419,3,1,37,Stannis Baratheon
2420,3,1,37,Davos Seaworth
2421,3,1,37,Melisandre
2422,3,1,38,Meryn Trant
2423,3,1,39,Joffrey Baratheon
2424,3,1,41,Joffrey Baratheon
2425,3,1,41,Margaery Tyrell
2426,3,1,41,Margaery's Handmaiden
2427,3,1,42,Margaery Tyrell
2428,3,1,42,Margaery's Handmaiden
2429,3,1,43,Joffrey Baratheon
2430,3,1,43,Meryn Trant
2431,3,1,44,Margaery Tyrell
2432,3,1,44,Margaery's Handmaiden
2433,3,1,44,Orphan Kid
2434,3,1,45,Margaery Tyrell
2435,3,1,45,Joffrey Baratheon
2436,3,1,46,Loras Tyrell
2437,3,1,46,Margaery Tyrell
2438,3,1,46,Joffrey Baratheon
2439,3,1,46,Cersei Lannister
2440,3,1,47,Daenerys Targaryen
2441,3,1,48,Daenerys Targaryen
2442,3,1,48,Kraznys mo Nakloz
2443,3,1,48,Jorah Mormont
2444,3,1,48,Missandei
2445,3,1,48,Unsullied
2446,3,1,49,Daenerys Targaryen
2447,3,1,49,Jorah Mormont
2448,3,1,49,Warlock
2449,3,1,49,Barristan Selmy
2450,3,1,50,Daenerys Targaryen
2451,3,1,50,Jorah Mormont
2452,3,1,50,Barristan Selmy
2453,3,2,1,Bran Stark
2454,3,2,1,Three-Eyed Raven
2455,3,2,2,Bran Stark
2456,3,2,2,Three-Eyed Raven
2457,3,2,2,Jon Snow
2458,3,2,2,Robb Stark
2459,3,2,3,Bran Stark
2460,3,2,4,Bran Stark
2461,3,2,4,Jojen Reed
2462,3,2,4,Three-Eyed Raven
2463,3,2,5,Bran Stark
2464,3,2,5,Rickon Stark
2465,3,2,5,Shaggydog
2466,3,2,5,Summer
2467,3,2,5,Hodor
2468,3,2,5,Osha
2469,3,2,6,Robb Stark
2470,3,2,6,Talisa Maegyr
2471,3,2,7,Robb Stark
2472,3,2,7,Talisa Maegyr
2473,3,2,7,Roose Bolton
2474,3,2,8,Robb Stark
2475,3,2,8,Catelyn Stark
2476,3,2,9,Theon Greyjoy
2477,3,2,9,Master Torturer
2478,3,2,10,Jaime Lannister
2479,3,2,10,Brienne of Tarth
2480,3,2,11,Jaime Lannister
2481,3,2,11,Brienne of Tarth
2482,3,2,11,Riverlands Traveller
2483,3,2,12,Joffrey Baratheon
2484,3,2,12,King's Landing Tailor
2485,3,2,12,Cersei Lannister
2486,3,2,13,Joffrey Baratheon
2487,3,2,13,Cersei Lannister
2488,3,2,14,Joffrey Baratheon
2489,3,2,14,King's Landing Tailor
2490,3,2,14,Cersei Lannister
2491,3,2,15,Sansa Stark
2492,3,2,15,Shae
2493,3,2,16,Sansa Stark
2494,3,2,16,Shae
2495,3,2,16,Loras Tyrell
2496,3,2,17,Sansa Stark
2497,3,2,17,Loras Tyrell
2498,3,2,18,Sansa Stark
2499,3,2,18,Loras Tyrell
2500,3,2,18,Margaery Tyrell
2501,3,2,19,Sansa Stark
2502,3,2,19,Margaery Tyrell
2503,3,2,19,Olenna Tyrell
2504,3,2,20,Sansa Stark
2505,3,2,20,Margaery Tyrell
2506,3,2,20,Olenna Tyrell
2507,3,2,20,Tyrell Servant
2508,3,2,21,Sansa Stark
2509,3,2,21,Margaery Tyrell
2510,3,2,21,Olenna Tyrell
2511,3,2,22,Sansa Stark
2512,3,2,22,Margaery Tyrell
2513,3,2,22,Olenna Tyrell
2514,3,2,22,Tyrell Servant
2515,3,2,23,Grey Wind
2516,3,2,23,Robb Stark
2517,3,2,23,Rickard Karstark
2518,3,2,23,Talisa Maegyr
2519,3,2,24,Catelyn Stark
2520,3,2,24,Talisa Maegyr
2521,3,2,25,Jon Snow
2522,3,2,25,Mance Rayder
2523,3,2,26,Jon Snow
2524,3,2,26,Mance Rayder
2525,3,2,26,Tormund Giantsbane
2526,3,2,26,Ygritte
2527,3,2,26,Orell
2528,3,2,27,Samwell Tarly
2529,3,2,27,Rast
2530,3,2,28,Samwell Tarly
2531,3,2,28,Grenn
2532,3,2,28,Eddison Tollett
2533,3,2,28,Jeor Mormont
2534,3,2,28,Rast
2535,3,2,29,Samwell Tarly
2536,3,2,29,Grenn
2537,3,2,29,Eddison Tollett
2538,3,2,29,Rast
2539,3,2,29,Jeor Mormont
2540,3,2,30,Bran Stark
2541,3,2,30,Osha
2542,3,2,30,Summer
2543,3,2,31,Bran Stark
2544,3,2,31,Summer
2545,3,2,32,Bran Stark
2546,3,2,32,Summer
2547,3,2,32,Jojen Reed
2548,3,2,33,Bran Stark
2549,3,2,33,Summer
2550,3,2,33,Jojen Reed
2551,3,2,33,Osha
2552,3,2,33,Meera Reed
2553,3,2,34,Arya Stark
2554,3,2,34,Gendry
2555,3,2,34,Hot Pie
2556,3,2,35,Arya Stark
2557,3,2,35,Gendry
2558,3,2,35,Hot Pie
2559,3,2,35,Thoros of Myr
2560,3,2,35,Anguy
2561,3,2,36,Tyrion Lannister
2562,3,2,36,Shae
2563,3,2,37,Margaery Tyrell
2564,3,2,38,Margaery Tyrell
2565,3,2,38,Joffrey Baratheon
2566,3,2,39,Theon Greyjoy
2567,3,2,39,Master Torturer
2568,3,2,40,Theon Greyjoy
2569,3,2,40,Ramsay Snow
2570,3,2,41,Hodor
2571,3,2,41,Bran Stark
2572,3,2,41,Rickon Stark
2573,3,2,41,Jojen Reed
2574,3,2,41,Meera Reed
2575,3,2,41,Osha
2576,3,2,41,Summer
2577,3,2,42,Meera Reed
2578,3,2,42,Osha
2579,3,2,43,Hodor
2580,3,2,43,Bran Stark
2581,3,2,43,Jojen Reed
2582,3,2,43,Meera Reed
2583,3,2,43,Osha
2584,3,2,44,Hodor
2585,3,2,44,Bran Stark
2586,3,2,44,Jojen Reed
2587,3,2,45,Hodor
2588,3,2,45,Bran Stark
2589,3,2,45,Jojen Reed
2590,3,2,45,Meera Reed
2591,3,2,45,Osha
2592,3,2,46,Arya Stark
2593,3,2,46,Gendry
2594,3,2,46,Hot Pie
2595,3,2,46,Thoros of Myr
2596,3,2,47,Arya Stark
2597,3,2,47,Gendry
2598,3,2,47,Hot Pie
2599,3,2,47,Thoros of Myr
2600,3,2,47,Anguy
2601,3,2,47,Sandor Clegane
2602,3,2,48,Jaime Lannister
2603,3,2,48,Brienne of Tarth
2604,3,2,49,Jaime Lannister
2605,3,2,49,Brienne of Tarth
2606,3,2,49,Locke
2607,3,2,49,Riverlands Traveller
2608,3,3,1,Hoster Tully
2609,3,3,1,Robb Stark
2610,3,3,1,Brynden Tully
2611,3,3,1,Catelyn Stark
2612,3,3,1,Talisa Maegyr
2613,3,3,1,Edmure Tully
2614,3,3,2,Robb Stark
2615,3,3,2,Brynden Tully
2616,3,3,2,Edmure Tully
2617,3,3,3,Tywin Lannister
2618,3,3,3,Grand Maester Pycelle
2619,3,3,3,Petyr Baelish
2620,3,3,3,Lord Varys
2621,3,3,3,Tyrion Lannister
2622,3,3,3,Cersei Lannister
2623,3,3,4,Locke
2624,3,3,5,Locke
2625,3,3,5,Brienne of Tarth
2626,3,3,5,Jaime Lannister
2627,3,3,6,Gendry
2628,3,3,6,Thoros of Myr
2629,3,3,6,Arya Stark
2630,3,3,7,Arya Stark
2631,3,3,7,Sandor Clegane
2632,3,3,7,Anguy
2633,3,3,8,Arya Stark
2634,3,3,8,Hot Pie
2635,3,3,8,Gendry
2636,3,3,9,Arya Stark
2637,3,3,9,Thoros of Myr
2638,3,3,9,Hot Pie
2639,3,3,10,Catelyn Stark
2640,3,3,10,Brynden Tully
2641,3,3,11,Talisa Maegyr
2642,3,3,11,Martyn Lannister
2643,3,3,11,Willem Lannister
2644,3,3,12,Mance Rayder
2645,3,3,12,Jon Snow
2646,3,3,12,Tormund Giantsbane
2647,3,3,12,Ygritte
2648,3,3,12,Orell
2649,3,3,13,Jeor Mormont
2650,3,3,13,Ghost
2651,3,3,13,Samwell Tarly
2652,3,3,13,Karl Tanner
2653,3,3,14,Jeor Mormont
2654,3,3,14,Craster
2655,3,3,14,Grenn
2656,3,3,14,Eddison Tollett
2657,3,3,14,Karl Tanner
2658,3,3,15,Samwell Tarly
2659,3,3,15,Karl Tanner
2660,3,3,15,Craster
2661,3,3,15,Grenn
2662,3,3,15,Jeor Mormont
2663,3,3,15,Eddison Tollett
2664,3,3,16,Samwell Tarly
2665,3,3,17,Samwell Tarly
2666,3,3,17,Gilly
2667,3,3,17,Craster's Wife
2668,3,3,17,Craster's Younger Wife
2669,3,3,17,Baby Sam
2670,3,3,18,Theon Greyjoy
2671,3,3,18,Ramsay Snow
2672,3,3,19,Theon Greyjoy
2673,3,3,19,Ramsay Snow
2674,3,3,20,Stannis Baratheon
2675,3,3,20,Melisandre
2676,3,3,21,Daenerys Targaryen
2677,3,3,21,Jorah Mormont
2678,3,3,21,Barristan Selmy
2679,3,3,21,Tortured Slave
2680,3,3,22,Daenerys Targaryen
2681,3,3,22,Jorah Mormont
2682,3,3,22,Barristan Selmy
2683,3,3,23,Daenerys Targaryen
2684,3,3,23,Jorah Mormont
2685,3,3,23,Barristan Selmy
2686,3,3,23,Missandei
2687,3,3,23,Kraznys mo Nakloz
2688,3,3,23,Greizhen mo Ullhor
2689,3,3,24,Daenerys Targaryen
2690,3,3,24,Jorah Mormont
2691,3,3,24,Barristan Selmy
2692,3,3,25,Daenerys Targaryen
2693,3,3,25,Jorah Mormont
2694,3,3,25,Barristan Selmy
2695,3,3,25,Missandei
2696,3,3,26,Daenerys Targaryen
2697,3,3,26,Missandei
2698,3,3,27,Daenerys Targaryen
2699,3,3,27,Jorah Mormont
2700,3,3,27,Barristan Selmy
2701,3,3,27,Missandei
2702,3,3,28,Ros
2703,3,3,28,Podrick Payne
2704,3,3,28,Tyrion Lannister
2705,3,3,28,Petyr Baelish
2706,3,3,29,Tyrion Lannister
2707,3,3,29,Petyr Baelish
2708,3,3,30,Tyrion Lannister
2709,3,3,30,Bronn
2710,3,3,30,Podrick Payne
2711,3,3,31,Tyrion Lannister
2712,3,3,31,Bronn
2713,3,3,31,Podrick Payne
2714,3,3,32,Tyrion Lannister
2715,3,3,32,Bronn
2716,3,3,32,Podrick Payne
2717,3,3,32,Genna
2718,3,3,32,Marei
2719,3,3,32,Kayla
2720,3,3,33,Tyrion Lannister
2721,3,3,33,Bronn
2722,3,3,34,Tyrion Lannister
2723,3,3,34,Bronn
2724,3,3,34,Podrick Payne
2725,3,3,35,Theon Greyjoy
2726,3,3,35,Master Torturer
2727,3,3,36,Theon Greyjoy
2728,3,3,36,Master Torturer
2729,3,3,36,Ramsay Snow
2730,3,3,37,Brienne of Tarth
2731,3,3,37,Jaime Lannister
2732,3,3,37,Locke
2733,3,3,38,Jaime Lannister
2734,3,3,38,Locke
2735,3,3,39,Brienne of Tarth
2736,3,3,39,Jaime Lannister
2737,3,3,39,Locke
2738,3,3,40,Jaime Lannister
2739,3,3,40,Locke
2740,3,3,41,Brienne of Tarth
2741,3,3,41,Jaime Lannister
2742,3,3,41,Locke
2743,3,3,42,Jaime Lannister
2744,3,3,42,Locke
2745,3,4,1,Jaime Lannister
2746,3,4,1,Brienne of Tarth
2747,3,4,1,Locke
2748,3,4,2,Tyrion Lannister
2749,3,4,2,Lord Varys
2750,3,4,3,Tyrion Lannister
2751,3,4,3,Lord Varys
2752,3,4,3,Sorcerer
2753,3,4,4,Grenn
2754,3,4,4,Eddison Tollett
2755,3,4,4,Rast
2756,3,4,5,Gilly
2757,3,4,5,Baby Sam
2758,3,4,6,Gilly
2759,3,4,6,Baby Sam
2760,3,4,6,Samwell Tarly
2761,3,4,7,Bran Stark
2762,3,4,7,Jojen Reed
2763,3,4,8,Bran Stark
2764,3,4,8,Catelyn Stark
2765,3,4,9,Bran Stark
2766,3,4,9,Jojen Reed
2767,3,4,10,Lord Varys
2768,3,4,10,Ros
2769,3,4,11,Joffrey Baratheon
2770,3,4,11,Margaery Tyrell
2771,3,4,12,Cersei Lannister
2772,3,4,12,Olenna Tyrell
2773,3,4,12,Joffrey Baratheon
2774,3,4,12,Margaery Tyrell
2775,3,4,13,Cersei Lannister
2776,3,4,13,Olenna Tyrell
2777,3,4,14,Joffrey Baratheon
2778,3,4,14,Margaery Tyrell
2779,3,4,15,Cersei Lannister
2780,3,4,15,Olenna Tyrell
2781,3,4,15,Joffrey Baratheon
2782,3,4,15,Margaery Tyrell
2783,3,4,16,Joffrey Baratheon
2784,3,4,16,Margaery Tyrell
2785,3,4,16,Cersei Lannister
2786,3,4,17,Ramsay Snow
2787,3,4,17,Theon Greyjoy
2788,3,4,18,Ramsay Snow
2789,3,4,18,Theon Greyjoy
2790,3,4,19,Ramsay Snow
2791,3,4,19,Theon Greyjoy
2792,3,4,20,Locke
2793,3,4,20,Jaime Lannister
2794,3,4,20,Brienne of Tarth
2795,3,4,21,Brienne of Tarth
2796,3,4,21,Jaime Lannister
2797,3,4,22,Cersei Lannister
2798,3,4,22,Tywin Lannister
2799,3,4,23,Olenna Tyrell
2800,3,4,23,Tyrell Lady
2801,3,4,24,Olenna Tyrell
2802,3,4,24,Tyrell Lady
2803,3,4,24,Lord Varys
2804,3,4,25,Olenna Tyrell
2805,3,4,25,Lord Varys
2806,3,4,26,Olenna Tyrell
2807,3,4,26,Lord Varys
2808,3,4,27,Sansa Stark
2809,3,4,27,Margaery Tyrell
2810,3,4,28,Bannen
2811,3,4,28,Jeor Mormont
2812,3,4,28,Eddison Tollett
2813,3,4,28,Samwell Tarly
2814,3,4,28,Grenn
2815,3,4,28,Rast
2816,3,4,29,Samwell Tarly
2817,3,4,29,Grenn
2818,3,4,29,Eddison Tollett
2819,3,4,29,Rast
2820,3,4,30,Craster
2821,3,4,30,Jeor Mormont
2822,3,4,31,Craster
2823,3,4,31,Jeor Mormont
2824,3,4,31,Grenn
2825,3,4,31,Eddison Tollett
2826,3,4,31,Samwell Tarly
2827,3,4,31,Rast
2828,3,4,31,Karl Tanner
2829,3,4,32,Karl Tanner
2830,3,4,32,Craster
2831,3,4,32,Samwell Tarly
2832,3,4,33,Jeor Mormont
2833,3,4,33,Karl Tanner
2834,3,4,33,Craster
2835,3,4,33,Samwell Tarly
2836,3,4,33,Rast
2837,3,4,34,Grenn
2838,3,4,34,Karl Tanner
2839,3,4,34,Samwell Tarly
2840,3,4,34,Jeor Mormont
2841,3,4,34,Rast
2842,3,4,34,Eddison Tollett
2843,3,4,35,Samwell Tarly
2844,3,4,36,Craster
2845,3,4,36,Jeor Mormont
2846,3,4,36,Rast
2847,3,4,37,Samwell Tarly
2848,3,4,37,Gilly
2849,3,4,37,Baby Sam
2850,3,4,38,Rast
2851,3,4,39,Thoros of Myr
2852,3,4,39,Arya Stark
2853,3,4,39,Anguy
2854,3,4,39,Gendry
2855,3,4,40,Thoros of Myr
2856,3,4,40,Arya Stark
2857,3,4,40,Anguy
2858,3,4,40,Gendry
2859,3,4,40,Sandor Clegane
2860,3,4,41,Beric Dondarrion
2861,3,4,41,Sandor Clegane
2862,3,4,41,Thoros of Myr
2863,3,4,41,Arya Stark
2864,3,4,41,Gendry
2865,3,4,41,Anguy
2866,3,4,42,Daenerys Targaryen
2867,3,4,42,Barristan Selmy
2868,3,4,42,Missandei
2869,3,4,42,Jorah Mormont
2870,3,4,42,Kraznys mo Nakloz
2871,3,4,42,Greizhen mo Ullhor
2872,3,4,43,Drogon
2873,3,4,43,Daenerys Targaryen
2874,3,4,43,Jorah Mormont
2875,3,4,43,Kraznys mo Nakloz
2876,3,4,43,Missandei
2877,3,4,43,Barristan Selmy
2878,3,4,43,Greizhen mo Ullhor
2879,3,4,44,Daenerys Targaryen
2880,3,4,44,Jorah Mormont
2881,3,4,44,Missandei
2882,3,4,44,Barristan Selmy
2883,3,4,44,Kraznys mo Nakloz
2884,3,4,45,Drogon
2885,3,4,45,Daenerys Targaryen
2886,3,4,46,Jorah Mormont
2887,3,4,46,Daenerys Targaryen
2888,3,4,46,Barristan Selmy
2889,3,4,48,Daenerys Targaryen
2890,3,4,48,Missandei
2891,3,4,48,Jorah Mormont
2892,3,4,48,Barristan Selmy
2893,3,4,49,Daenerys Targaryen
2894,3,4,49,Missandei
2895,3,4,49,Jorah Mormont
2896,3,4,50,Drogon
2897,3,4,50,Viserion
2898,3,4,50,Rhaegal
2899,3,5,1,Thoros of Myr
2900,3,5,1,Sandor Clegane
2901,3,5,1,Arya Stark
2902,3,5,1,Anguy
2903,3,5,1,Beric Dondarrion
2904,3,5,1,Gendry
2905,3,5,2,Thoros of Myr
2906,3,5,2,Sandor Clegane
2907,3,5,2,Arya Stark
2908,3,5,2,Anguy
2909,3,5,2,Beric Dondarrion
2910,3,5,2,Gendry
2911,3,5,3,Jon Snow
2912,3,5,3,Ygritte
2913,3,5,3,Orell
2914,3,5,3,Tormund Giantsbane
2915,3,5,4,Jon Snow
2916,3,5,4,Ygritte
2917,3,5,5,Jon Snow
2918,3,5,5,Ygritte
2919,3,5,6,Beric Dondarrion
2920,3,5,6,Thoros of Myr
2921,3,5,6,Sandor Clegane
2922,3,5,6,Anguy
2923,3,5,6,Arya Stark
2924,3,5,6,Gendry
2925,3,5,7,Locke
2926,3,5,7,Brienne of Tarth
2927,3,5,7,Jaime Lannister
2928,3,5,7,Roose Bolton
2929,3,5,8,Qyburn
2930,3,5,8,Jaime Lannister
2931,3,5,9,Petyr Baelish
2932,3,5,9,Cersei Lannister
2933,3,5,10,Tyrion Lannister
2934,3,5,10,Olenna Tyrell
2935,3,5,10,Podrick Payne
2936,3,5,11,Tyrion Lannister
2937,3,5,11,Olenna Tyrell
2938,3,5,12,Tyrion Lannister
2939,3,5,12,Olenna Tyrell
2940,3,5,12,Podrick Payne
2941,3,5,13,Gendry
2942,3,5,13,Arya Stark
2943,3,5,14,Martyn Lannister
2944,3,5,14,Willem Lannister
2945,3,5,14,Rickard Karstark
2946,3,5,15,Robb Stark
2947,3,5,15,Talisa Maegyr
2948,3,5,15,Brynden Tully
2949,3,5,15,Edmure Tully
2950,3,5,15,Catelyn Stark
2951,3,5,16,Robb Stark
2952,3,5,16,Talisa Maegyr
2953,3,5,16,Brynden Tully
2954,3,5,16,Edmure Tully
2955,3,5,16,Catelyn Stark
2956,3,5,16,Rickard Karstark
2957,3,5,16,Karstark Lookout
2958,3,5,17,Robb Stark
2959,3,5,17,Talisa Maegyr
2960,3,5,17,Edmure Tully
2961,3,5,17,Catelyn Stark
2962,3,5,18,Rickard Karstark
2963,3,5,18,Robb Stark
2964,3,5,18,Talisa Maegyr
2965,3,5,18,Edmure Tully
2966,3,5,18,Catelyn Stark
2967,3,5,18,Brynden Tully
2968,3,5,19,Arya Stark
2969,3,5,19,Thoros of Myr
2970,3,5,20,Arya Stark
2971,3,5,20,Thoros of Myr
2972,3,5,20,Beric Dondarrion
2973,3,5,21,Selyse Baratheon
2974,3,5,22,Selyse Baratheon
2975,3,5,22,Stannis Baratheon
2976,3,5,23,Stannis Baratheon
2977,3,5,24,Stannis Baratheon
2978,3,5,24,Shireen Baratheon
2979,3,5,25,Brienne of Tarth
2980,3,5,25,Jaime Lannister
2981,3,5,26,Davos Seaworth
2982,3,5,26,Shireen Baratheon
2983,3,5,28,Daenerys Targaryen
2984,3,5,29,Jorah Mormont
2985,3,5,29,Barristan Selmy
2986,3,5,29,Daenerys Targaryen
2987,3,5,30,Daenerys Targaryen
2988,3,5,30,Missandei
2989,3,5,30,Grey Worm
2990,3,5,31,Jorah Mormont
2991,3,5,31,Barristan Selmy
2992,3,5,32,Robb Stark
2993,3,5,32,Talisa Maegyr
2994,3,5,33,Sansa Stark
2995,3,5,33,Margaery Tyrell
2996,3,5,33,Loras Tyrell
2997,3,5,33,Olyvar
2998,3,5,34,Loras Tyrell
2999,3,5,34,Olyvar
3000,3,5,35,Petyr Baelish
3001,3,5,35,Olyvar
3002,3,5,36,Petyr Baelish
